Tonga,Gloss,Type,Type1,Type2,Vowel,Type3,C1,C2,Status,maxf0,minf0,meanf0,diff.f0,intensity,duration,minimal,C1.class,C2.class,blocker,C2.class.blocker
ku-phal-a,win race,B-H-1,B,H,a,infinitive,ph,l,stem,145.4870822,136.1199278,138.6911798,-7.2571106,72.65493275,60.80160171,no minimal pair,aspirates,sonorants,blocker,non-blocker
ku-phal-a,win race,B-H-1,B,H,a,infinitive,ph,l,FV,191.5261688,165.320801,182.3854355,43.6942557,77.85580358,115.0997979,no minimal pair,aspirates,sonorants,blocker,non-blocker
ku-thel-a,give up,B-H-1,B,H,u,infinitive,th,l,ku-,150.5558598,144.6221693,147.7124286,NA,64.63841234,47.21940752,no minimal pair,aspirates,sonorants,blocker,non-blocker
ku-thel-a,give up,B-H-1,B,H,e,infinitive,th,l,stem,152.9283349,149.1767675,150.2445944,2.5321658,70.68568618,83.64514561,no minimal pair,aspirates,sonorants,blocker,non-blocker
ku-thel-a,give up,B-H-1,B,H,a,infinitive,th,l,FV,191.243292,170.5139932,182.7581107,32.5135163,78.49620952,112.262663,no minimal pair,aspirates,sonorants,blocker,non-blocker
ku-vuk-a,be weary,B-H-1,B,H,u,infinitive,v,k,ku-,143.1174339,121.8317017,135.4373399,NA,62.62178061,64.51634581,no minimal pair,voiced obstruents,voiceless obstruents,blocker,non-blocker
ku-vuk-a,be weary,B-H-1,B,H,u,infinitive,v,k,stem,148.5062565,139.9864614,145.7109834,10.2736435,65.82233339,43.65540144,no minimal pair,voiced obstruents,voiceless obstruents,blocker,non-blocker
ku-vuk-a,be weary,B-H-1,B,H,a,infinitive,v,k,FV,195.2745716,183.199433,190.0063222,44.2953388,77.87114391,105.4816778,no minimal pair,voiced obstruents,voiceless obstruents,blocker,non-blocker
ku-zilw-a,be rich,B-H-1,B,H,u,infinitive,z,lw,ku-,154.7976813,131.6451694,148.3725466,NA,66.86054175,67.85505252,no minimal pair,voiced obstruents,sonorant with glide,blocker,non-blocker
ku-zilw-a,be rich,B-H-1,B,H,i,infinitive,z,lw,stem,152.1266157,139.0071013,148.4383006,0.065754,69.67168265,64.64816313,no minimal pair,voiced obstruents,sonorant with glide,blocker,non-blocker
ku-zilw-a,be rich,B-H-1,B,H,a,infinitive,z,lw,FV,201.5402578,187.4836029,197.208299,48.7699984,77.70953184,95.99030136,no minimal pair,voiced obstruents,sonorant with glide,blocker,non-blocker
w?a-ku-dum-a,attack,B-H-2,B,H,a,distant past,d,m,prefix,174.5790753,161.2418974,170.1935198,NA,77.38769126,61.57991239,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-dum-a,attack,B-H-2,B,H,u,distant past,d,m,ku-,210.6404722,191.9640508,205.1674601,34.9739403,69.79794178,51.50720508,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-dum-a,attack,B-H-2,B,H,u,distant past,d,m,stem,144.1950762,138.6483729,142.3751175,-62.7923426,67.10993052,59.87109204,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-dum-a,attack,B-H-2,B,H,a,distant past,d,m,FV,187.1107265,167.6125062,180.3642641,37.9891466,76.133382,100.9137263,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-got-a,arrive at goal,B-H-2,B,H,a,distant past,g,t,prefix,180.4362721,157.8269614,169.0557397,NA,75.64905019,56.7430955,no minimal pair,voiced obstruents,voiceless obstruents,blocker,non-blocker
w?a-ku-got-a,arrive at goal,B-H-2,B,H,u,distant past,g,t,ku-,204.1865209,194.3439866,200.6963709,31.6406312,65.15051732,46.59143361,no minimal pair,voiced obstruents,voiceless obstruents,blocker,non-blocker
w?a-ku-got-a,arrive at goal,B-H-2,B,H,o,distant past,g,t,stem,147.5532883,142.0229479,145.0445484,-55.6518225,72.27545675,69.81785681,no minimal pair,voiced obstruents,voiceless obstruents,blocker,non-blocker
w?a-ku-got-a,arrive at goal,B-H-2,B,H,a,distant past,g,t,FV,187.416315,175.7031295,182.3148928,37.2703444,77.20528645,94.38458335,no minimal pair,voiced obstruents,voiceless obstruents,blocker,non-blocker
w?a-ku-hay-a,shout praises,B-H-2,B,H,a,distant past,h,y,prefix,165.3122021,153.4097142,160.2302123,NA,73.56972284,66.52858675,no minimal pair,aspirates,sonorants,blocker,non-blocker
w?a-ku-hay-a,shout praises,B-H-2,B,H,u,distant past,h,y,ku-,220.592792,165.4557265,205.5098431,45.2796308,70.71880414,75.99387673,no minimal pair,aspirates,sonorants,blocker,non-blocker
w?a-ku-hay-a,shout praises,B-H-2,B,H,a,distant past,h,y,stem,143.262526,125.1404954,132.3518315,-73.1580116,71.44759346,90.23763706,no minimal pair,aspirates,sonorants,blocker,non-blocker
w?a-ku-hay-a,shout praises,B-H-2,B,H,a,distant past,h,y,FV,187.9718883,164.0871573,179.1656559,46.8138244,75.78957952,107.3107857,no minimal pair,aspirates,sonorants,blocker,non-blocker
w?a-ku-jomb-a,be absent from work,B-H-2,B,H,a,distant past,j,mb,prefix,176.563641,160.3166616,170.4543829,NA,74.37941806,61.18097261,no minimal pair,voiced obstruents,prenasalized voiced stops,blocker,non-blocker
w?a-ku-jomb-a,be absent from work,B-H-2,B,H,u,distant past,j,mb,ku-,206.1456907,184.8768978,201.3701685,30.9157856,69.54070485,51.23132703,no minimal pair,voiced obstruents,prenasalized voiced stops,blocker,non-blocker
w?a-ku-jomb-a,be absent from work,B-H-2,B,H,o,distant past,j,mb,stem,150.4227936,143.0272687,146.7337212,-54.6364473,71.88114118,72.00101168,no minimal pair,voiced obstruents,prenasalized voiced stops,blocker,non-blocker
w?a-ku-jomb-a,be absent from work,B-H-2,B,H,a,distant past,j,mb,FV,180.8191355,166.7276649,175.7949636,29.0612424,77.1865095,97.60052802,no minimal pair,voiced obstruents,prenasalized voiced stops,blocker,non-blocker
w?a-ku-phal-a,win race,B-H-2,B,H,a,distant past,ph,l,prefix,174.2700805,164.7979096,170.1455924,NA,77.34233922,71.16320213,no minimal pair,aspirates,sonorants,blocker,non-blocker
w?a-ku-phal-a,win race,B-H-2,B,H,u,distant past,ph,l,ku-,214.7997741,197.883095,210.1976403,40.0520479,72.10483337,41.73320618,no minimal pair,aspirates,sonorants,blocker,non-blocker
w?a-ku-phal-a,win race,B-H-2,B,H,a,distant past,ph,l,stem,146.1068916,135.8436415,139.6849334,-70.5127069,73.11066267,64.18439499,no minimal pair,aspirates,sonorants,blocker,non-blocker
w?a-ku-phal-a,win race,B-H-2,B,H,a,distant past,ph,l,FV,188.619497,162.9602725,180.5473077,40.8623743,78.28595911,113.5802245,no minimal pair,aspirates,sonorants,blocker,non-blocker
ku-bal-a,bear offspring,B-L-1,B,L,u,infinitive,b,l,ku-,130.7298457,125.5633294,129.9233649,NA,64.13373505,33.51984118,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-bal-a,bear offspring,B-L-1,B,L,a,infinitive,b,l,stem,137.0544142,128.7622832,132.2948842,2.3715193,75.55261183,64.35814857,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-bal-a,bear offspring,B-L-1,B,L,a,infinitive,b,l,FV,161.5025222,154.0662478,159.3730556,27.0781714,78.49422738,111.258763,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-biy-a,steal for,B-L-1,B,L,u,infinitive,b,y,ku-,134.0256779,129.2133034,131.7660095,NA,63.65225531,39.21651605,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-biy-a,steal for,B-L-1,B,L,i,infinitive,b,y,stem,147.3488511,125.8091629,134.9093067,3.1432972,67.51388057,69.47899206,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-biy-a,steal for,B-L-1,B,L,a,infinitive,b,y,FV,173.4803311,168.1761549,171.7909674,36.8816607,77.68566724,93.07115086,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-dan-a,call,B-L-1,B,L,u,infinitive,d,n,ku-,139.6999559,137.1719006,138.197557,NA,63.1563849,42.35827871,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-dan-a,call,B-L-1,B,L,a,infinitive,d,n,stem,143.2580901,133.6321396,140.218637,2.02108,74.82857092,72.93358936,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-dan-a,call,B-L-1,B,L,a,infinitive,d,n,FV,182.7705419,175.2158416,180.3546981,40.1360611,75.74342621,108.0222634,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-dik-a,spill,B-L-1,B,L,u,infinitive,d,k,ku-,134.8881989,131.8017963,133.5301725,NA,62.22925083,44.2281874,no minimal pair,voiced obstruents,voiceless obstruents,blocker,non-blocker
ku-dik-a,spill,B-L-1,B,L,i,infinitive,d,k,stem,141.653403,130.9373151,137.0819413,3.5517688,66.0885226,56.6638014,no minimal pair,voiced obstruents,voiceless obstruents,blocker,non-blocker
ku-dik-a,spill,B-L-1,B,L,a,infinitive,d,k,FV,181.8025739,170.9718782,175.0958496,38.0139083,78.84674095,103.6851861,no minimal pair,voiced obstruents,voiceless obstruents,blocker,non-blocker
ku-gal-a,ride horse,B-L-1,B,L,u,infinitive,g,l,ku-,146.2402089,141.5789423,144.3306977,NA,64.63337877,43.80346443,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-gal-a,ride horse,B-L-1,B,L,a,infinitive,g,l,stem,149.4459113,132.058465,142.4209066,-1.9097911,76.44658393,70.70933161,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-gal-a,ride horse,B-L-1,B,L,a,infinitive,g,l,FV,182.1304866,167.1063674,175.6578847,33.2369781,80.25184889,108.9750753,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-gon-a,sleep,B-L-1,B,L,u,infinitive,g,n,ku-,138.2590545,135.1370821,137.7024935,NA,58.64046945,36.34929392,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-gon-a,sleep,B-L-1,B,L,o,infinitive,g,n,stem,151.2938983,137.8765267,147.4251549,9.7226614,72.68952182,69.15556019,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-gon-a,sleep,B-L-1,B,L,a,infinitive,g,n,FV,182.0443435,172.6350699,179.3394071,31.9142522,75.28994901,110.5153335,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-hal-a,inherit,B-L-1,B,L,u,infinitive,h,l,ku-,150.2780178,130.6959919,144.8948206,NA,65.58855036,52.02403144,no minimal pair,aspirates,sonorants,blocker,non-blocker
ku-hal-a,inherit,B-L-1,B,L,a,infinitive,h,l,stem,160.0027307,145.3210141,152.5087199,7.6138993,75.55966769,72.66277329,no minimal pair,aspirates,sonorants,blocker,non-blocker
ku-hal-a,inherit,B-L-1,B,L,a,infinitive,h,l,FV,195.2417978,179.8004233,189.3740406,36.8653207,80.43724444,115.204716,no minimal pair,aspirates,sonorants,blocker,non-blocker
ku-hol-a,receive,B-L-1,B,L,u,infinitive,h,l,ku-,139.4608714,124.4255124,134.4715432,NA,61.2710678,48.82879902,no minimal pair,aspirates,sonorants,blocker,non-blocker
ku-hol-a,receive,B-L-1,B,L,o,infinitive,h,l,stem,165.4377608,147.4572228,157.7937566,23.3222134,71.63209949,67.59289944,no minimal pair,aspirates,sonorants,blocker,non-blocker
ku-hol-a,receive,B-L-1,B,L,a,infinitive,h,l,FV,195.11697,183.9697841,190.2281626,32.434406,79.06597682,102.3994258,no minimal pair,aspirates,sonorants,blocker,non-blocker
ku-jam-a,dance,B-L-1,B,L,u,infinitive,j,m,ku-,139.8448859,133.2059874,136.7943324,NA,62.29804065,48.78932172,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-jam-a,dance,B-L-1,B,L,a,infinitive,j,m,stem,152.4978399,149.9041931,151.4340851,14.6397527,76.59039668,66.43010444,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-jam-a,dance,B-L-1,B,L,a,infinitive,j,m,FV,184.2690939,177.68061,181.4109452,29.9768601,77.25606578,100.2725645,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-khat-a,cut lightly,B-L-1,B,L,u,infinitive,kh,t,ku-,143.3170414,135.5238168,139.6548272,NA,62.20911076,48.00255383,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ku-khat-a,cut lightly,B-L-1,B,L,a,infinitive,kh,t,stem,159.6724266,146.6234725,150.9961103,11.3412831,72.56774872,63.47234279,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ku-khat-a,cut lightly,B-L-1,B,L,a,infinitive,kh,t,FV,193.7858199,180.9174268,189.8197708,38.8236605,77.44434886,108.6111204,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ku-nthony-a,leak,B-L-1,B,L,u,infinitive,nth,ny,ku-,158.6332618,149.8390834,156.2645167,NA,65.90902029,51.69478651,no minimal pair,prenasalized aspirates,sonorant with glide,blocker,non-blocker
ku-nthony-a,leak,B-L-1,B,L,o,infinitive,nth,ny,stem,159.9959953,148.8676328,152.8740495,-3.3904672,68.68249064,66.78875413,no minimal pair,prenasalized aspirates,sonorant with glide,blocker,non-blocker
ku-nthony-a,leak,B-L-1,B,L,a,infinitive,nth,ny,FV,199.7897545,191.2703175,196.9670503,44.0930008,75.90927665,118.1358911,no minimal pair,prenasalized aspirates,sonorant with glide,blocker,non-blocker
ku-phut-a,blow on,B-L-1,B,L,u,infinitive,ph,t,ku-,139.5829328,137.3367494,138.8123889,NA,62.82767306,33.20256188,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ku-phut-a,blow on,B-L-1,B,L,u,infinitive,ph,t,stem,157.556723,152.0985565,154.7510641,15.9386752,65.58004902,47.11739623,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ku-phut-a,blow on,B-L-1,B,L,a,infinitive,ph,t,FV,193.4660555,184.7466997,190.8497803,36.0987162,77.92042222,113.4957975,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
ku-thel-a,arrive at goal,B-L-1,B,L,u,infinitive,th,l,ku-,143.4378929,139.3159352,140.8081278,NA,61.56283278,39.289102,no minimal pair,aspirates,sonorants,blocker,non-blocker
ku-thel-a,arrive at goal,B-L-1,B,L,e,infinitive,th,l,stem,173.6959319,163.1097274,167.5357031,26.7275753,73.05730132,80.8442334,no minimal pair,aspirates,sonorants,blocker,non-blocker
ku-thel-a,arrive at goal,B-L-1,B,L,a,infinitive,th,l,FV,193.3013775,182.2422103,189.3109291,21.775226,78.6897656,110.2914939,no minimal pair,aspirates,sonorants,blocker,non-blocker
ku-vin-a,dance,B-L-1,B,L,u,infinitive,v,n,ku-,147.731471,132.1193749,142.9574805,NA,66.54272204,47.18341806,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-vin-a,dance,B-L-1,B,L,i,infinitive,v,n,stem,149.0220807,137.020219,146.6012625,3.643782,69.21681377,51.60928839,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-vin-a,dance,B-L-1,B,L,a,infinitive,v,n,FV,192.7026269,180.9703646,189.642123,43.0408605,76.04305114,104.7612823,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-vun-a,harvest,B-L-1,B,L,u,infinitive,v,n,ku-,153.8535483,128.2031868,146.0858333,NA,67.15474369,50.89550771,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-vun-a,harvest,B-L-1,B,L,u,infinitive,v,n,stem,152.3248763,135.6338492,145.2397015,-0.8461318,69.39967382,47.57623613,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-vun-a,harvest,B-L-1,B,L,a,infinitive,v,n,FV,183.0854527,172.7613989,179.5532093,34.3135078,76.11250486,109.7507138,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-zil-a,reject,B-L-1,B,L,u,infinitive,z,l,ku-,147.3857895,132.8255756,144.0570617,NA,67.18798268,60.499745,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-zil-a,reject,B-L-1,B,L,i,infinitive,z,l,stem,149.0923391,140.2726007,146.903566,2.8465043,68.35797587,41.07340968,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
ku-zil-a,reject,B-L-1,B,L,a,infinitive,z,l,FV,187.01587,170.8038174,181.1741495,34.2705835,79.71249861,121.4941296,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-bal-a,bear offspring,B-L-2,B,L,a,distant past,b,l,prefix,175.3189521,164.6066324,170.7785908,NA,77.6100561,58.74145714,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-bal-a,bear offspring,B-L-2,B,L,u,distant past,b,l,ku-,198.393711,184.2050194,195.0885694,24.3099786,69.39441596,31.80937466,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-bal-a,bear offspring,B-L-2,B,L,a,distant past,b,l,stem,153.3989303,138.6003525,145.8079226,-49.2806468,77.66171447,69.9474518,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-bal-a,bear offspring,B-L-2,B,L,a,distant past,b,l,FV,178.4524157,170.8391618,176.2605702,30.4526476,78.75474035,110.9714471,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-dan-a,call,B-L-2,B,L,a,distant past,d,n,prefix,185.599779,166.3546702,178.3869817,NA,76.46773331,61.19179277,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-dan-a,call,B-L-2,B,L,u,distant past,d,n,ku-,196.2565495,180.2774159,191.1730309,12.7860492,69.59989356,45.56307266,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-dan-a,call,B-L-2,B,L,a,distant past,d,n,stem,161.040803,152.5453966,154.8419063,-36.3311246,78.21054212,81.70422513,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-dan-a,call,B-L-2,B,L,a,distant past,d,n,FV,195.6139684,180.4453981,191.4366608,36.5947545,76.10709614,107.0385568,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-gal-a,ride horse,B-L-2,B,L,a,distant past,g,l,prefix,178.2952854,165.1766088,174.4245205,NA,76.65736304,62.77879974,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-gal-a,ride horse,B-L-2,B,L,u,distant past,g,l,ku-,207.1219078,193.943919,202.4647238,28.0402033,71.13836144,40.72479136,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-gal-a,ride horse,B-L-2,B,L,a,distant past,g,l,stem,170.3067199,153.8897494,160.5646027,-41.9001211,77.88893711,90.92711612,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-gal-a,ride horse,B-L-2,B,L,a,distant past,g,l,FV,188.6070213,178.7042677,186.0061549,25.4415522,79.39237738,108.7596943,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-gon-a,sleep,B-L-2,B,L,a,distant past,g,n,prefix,174.9168303,162.4533816,169.9913842,NA,76.07611398,63.62688758,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-gon-a,sleep,B-L-2,B,L,u,distant past,g,n,ku-,193.9783152,188.3006215,192.4324491,22.4410649,61.60451119,29.56650486,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-gon-a,sleep,B-L-2,B,L,o,distant past,g,n,stem,163.6402333,153.3075233,160.8146235,-31.6178256,75.97368834,62.38234979,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-gon-a,sleep,B-L-2,B,L,a,distant past,g,n,FV,187.6351503,177.0678157,184.634216,23.8195925,75.60334599,111.144244,no minimal pair,voiced obstruents,sonorants,blocker,non-blocker
w?a-ku-hal-a,inherit,B-L-2,B,L,a,distant past,h,l,prefix,186.9053154,164.6665793,177.4245223,NA,75.5470635,65.28835988,no minimal pair,aspirates,sonorants,blocker,non-blocker
w?a-ku-hal-a,inherit,B-L-2,B,L,u,distant past,h,l,ku-,207.9420132,167.5937842,194.8252941,17.4007718,71.23731876,58.34157081,no minimal pair,aspirates,sonorants,blocker,non-blocker
w?a-ku-hal-a,inherit,B-L-2,B,L,a,distant past,h,l,stem,150.8663779,135.7589178,142.3950137,-52.4302804,74.89640246,85.38659106,no minimal pair,aspirates,sonorants,blocker,non-blocker
w?a-ku-hal-a,inherit,B-L-2,B,L,a,distant past,h,l,FV,188.7667539,172.2973768,183.5059888,41.1109751,79.11591649,114.9307176,no minimal pair,aspirates,sonorants,blocker,non-blocker
w?a-ku-nthony-a,leak,B-L-2,B,L,a,distant past,nth,ny,prefix,177.715951,165.6629201,172.3290676,NA,77.42780655,61.39839093,no minimal pair,prenasalized aspirates,sonorant with glide,blocker,non-blocker
w?a-ku-nthony-a,leak,B-L-2,B,L,u,distant past,nth,ny,ku-,209.7675545,196.645699,205.7453694,33.4163018,70.89550097,48.87362637,no minimal pair,prenasalized aspirates,sonorant with glide,blocker,non-blocker
w?a-ku-nthony-a,leak,B-L-2,B,L,o,distant past,nth,ny,stem,149.4288819,143.7112367,145.5261993,-60.2191701,68.43741289,53.62617977,no minimal pair,prenasalized aspirates,sonorant with glide,blocker,non-blocker
w?a-ku-nthony-a,leak,B-L-2,B,L,a,distant past,nth,ny,FV,196.1988164,189.1155275,193.7957906,48.2695913,74.8002193,91.55696037,no minimal pair,prenasalized aspirates,sonorant with glide,blocker,non-blocker
w?a-ku-phut-a,blow on,B-L-2,B,L,a,distant past,ph,t,prefix,183.5841474,169.6793164,178.0368993,NA,77.19302273,63.03018067,no minimal pair,aspirates,voiceless obstruents,blocker,non-blocker
